business_id,phone_number,name,full_address,latitude,longitude,review_count,rating,timezone,website,place_id,place_link,types,price_level,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,city,verified,photos,state,description,email
0x4887c7a2efb42f1f:0xc8b33be41cfd37d7,1312707700,Anderson Strathern Solicitors Edinburgh,"Anderson Strathern Solicitors Edinburgh, 58 Morrison St, Edinburgh EH3 8BP, United Kingdom",55.94616,-3.2072802,48.0,4.9,Europe/London,https://www.andersonstrathern.co.uk/contact-us/edinburgh/,ChIJHy-076LHh0gR1zf9HOQ7s8g,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4887c7a2efb42f1f:0xc8b33be41cfd37d7,"Attorney, Conveyancer, Divorce lawyer, Employment attorney, Estate planning attorney, Family law attorney, Law firm, Legal services, Real estate attorney, Tax attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Edinburgh, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipNshIHFwlZnrZuTQuPGlQdntNqAeiXY46ASIJlE=w203-h167-k-no,Open  Closes 5PM,,"colin.young@andersonstrathern.co.uk, euan.tripp@andersonstrathern.co.uk, euan.tripp@andersonstrathern.co.uk, colin.young@andersonstrathern.co.uk, suzanne.chaudhry@andersonstrathern.co.uk"
0x89c3bde3f3751d0f:0x721f2404c46c521a,18006200900,Lawyer.com,"Lawyer.com, 25 Mountainview Blvd #206, Basking Ridge, NJ 07920, United States",40.6443941,-74.57735869999999,25.0,4.2,America/New_York,https://www.lawyer.com/,ChIJDx118-O9w4kRGlJsxAQkH3I,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x89c3bde3f3751d0f:0x721f2404c46c521a,"Legal services, Internet marketing service",,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"Basking Ridge, NJ, United States",True,https://lh5.googleusercontent.com/p/AF1QipN4OBzcXPfcdl1z33NAuX2KcshqbSGHq_EiP5ty=w203-h152-k-no,Open 24 hours,,careers@corp.lawyer.com
0x4888469e6b05b97f:0xb2b6fb54088e337,1412211919,Miller Samuel Hill Brown Solicitors,"Miller Samuel Hill Brown Solicitors, The Forsyth Building, 5 Renfield St, Glasgow G2 5EZ, United Kingdom",55.860821,-4.257338,38.0,4.2,Europe/London,https://www.mshblegal.com/,ChIJf7kFa55GiEgRN-OIQLVvKws,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888469e6b05b97f:0xb2b6fb54088e337,"Attorney, Divorce lawyer, Elder law attorney, Employment attorney, Family law attorney, Law firm, Personal injury attorney, Real estate attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipNFDRQIkQMT7XbvG1u6oG8Y_OeuWAa-wbrI0iSq=w203-h135-k-no,Open  Closes 5PM,,"blk@mshblegal.com, uis@mshblegal.com, pjl@mshblegal.com, ske@mshblegal.com, chc@mshblicensing.com, jcc@mshblicensing.com, at@mshblegal.com, jbc@mshblegal.com, aj@mshblicensing.com, cma@mshblegal.com, jsb@mshblegal.com, ell@mshblegal.com, mem@mshblegal.com, rqu@mshblegal.com, lre@mshblegal.com, dfn@mshblegal.com, dcc@mshblegal.com, ndo@mshblegal.com, lj@mshblegal.com, rme@mshblegal.com, gir@mshblegal.com, nmm@mshblegal.com, thi@mshblegal.com, chm@mshblegal.com, cmm@mshblegal.com, tde@mshblegal.com, gmc@mshblegal.com, lms@mshblegal.com, gar@mshblegal.com, ale@mshblegal.com, avf@mshblegal.com, dpp@mshblegal.com"
0x4888415633352499:0x3989140cd554773a,1415518185,Macnairs & Wilson Solicitors,"Macnairs & Wilson Solicitors, 662 Alexandra Parade, Glasgow G31 3BU, United Kingdom",55.8629747,-4.2111972,20.0,4.3,Europe/London,http://www.macnairswilson.co.uk/glasgow.html,ChIJmSQ1M1ZBiEgROndU1QwUiTk,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888415633352499:0x3989140cd554773a,"Attorney, Divorce lawyer, Elder law attorney, Employment attorney, Estate planning attorney, Family law attorney, Law firm",,9AM5PM,9AM5PM,9AM4PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipPmCu2wiHogzmO1M16WFCWGymYNEHJ4TRXgC7yJ=w203-h114-k-no,Open  Closes 5PM,,"glasgow@macnairswilson.co.uk, paisley@macnairswilson.co.uk"
0x4888469f6f5433f5:0xa0db3d49096428f1,1412550295,Scintilla,"Suite 2, Scintilla, 1 145 St Vincent St, Glasgow G2 5JF, United Kingdom",55.861621,-4.25967,45.0,4.1,Europe/London,https://www.scintilla-ip.com/,ChIJ9TNUb59GiEgR8ShkCUk926A,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888469f6f5433f5:0xa0db3d49096428f1,Patent attorney,,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=46pntFRyGOH35BBtb-8cSA&cb_client=search.gws-prod.gps&w=203&h=100&yaw=192.1789&pitch=0&thumbfov=100,Open  Closes 5PM,,"scintilla@scintilla-ip.com, recruit@scintilla-ip.com, hello@scintilla-ip.com, hello@scintilla-ip.com"
0x4888416fdc08ee1f:0x6ce295be00ad461d,1414298166,Livingstone Brown,"Livingstone Brown, 250 W George St, Glasgow G2 4QY, United Kingdom",55.863085,-4.261768099999999,47.0,4.1,Europe/London,http://www.livbrown.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,ChIJH-4I3G9BiEgRHUatAL6V4mw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888416fdc08ee1f:0x6ce295be00ad461d,"Law firm, Criminal justice attorney, Employment attorney, Immigration attorney, Legal services, Personal injury attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipPWhRcjiv6A9a53cdCzZ6m2UdurW54VcePlgdft=w238-h100-k-no,Open  Closes 5PM,,"sh@livbrown.co.uk, london@livbrown.co.uk, cp@livbrown.co.uk"
0x4888416fdec06e23:0xbd5b2d4e52e1ce9b,1417789657,Livingstone Brown,"Livingstone Brown, 775 Shettleston Rd, Glasgow G32 7NN, United Kingdom",55.8523167,-4.1765874,43.0,4.0,Europe/London,http://www.livbrown.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,ChIJI27A3m9BiEgRm87hUk4tW70,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888416fdec06e23:0xbd5b2d4e52e1ce9b,"Attorney, Civil law attorney, Criminal justice attorney, Employment attorney, Family law attorney, Law firm, Legal services, Personal injury attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipPBTmnUVs_sZo1JjvVo7hH9SIKSq8eVt-6oipZE=w238-h100-k-no,Open  Closes 5PM,,"london@livbrown.co.uk, cp@livbrown.co.uk, sh@livbrown.co.uk"
0x488847eab796a5eb:0x5b8490c9a7bbfe08,1412426060,Anderson Strathern Solicitors Glasgow,"Anderson Strathern Solicitors Glasgow, George House, 50 George Square, Glasgow G2 1EH, United Kingdom",55.8616319,-4.2493373,22.0,4.8,Europe/London,https://www.andersonstrathern.co.uk/contact-us/glasgow/,ChIJ66WWt-pHiEgRCP67p8mQhFs,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x488847eab796a5eb:0x5b8490c9a7bbfe08,"Attorney, Conveyancer, Divorce lawyer, Employment attorney, Estate planning attorney, Family law attorney, Law firm, Legal services, Real estate attorney, Tax attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ut_LCzj9lAtecKtDW0xJmQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=316.93698&pitch=0&thumbfov=100,Open  Closes 5PM,,"colin.young@andersonstrathern.co.uk, euan.tripp@andersonstrathern.co.uk, colin.young@andersonstrathern.co.uk, euan.tripp@andersonstrathern.co.uk, suzanne.chaudhry@andersonstrathern.co.uk"
0x4888469e52d19ddb:0xc08bb518318a1541,1412483456,Raeside Chisholm Solicitors Limited,"Raeside Chisholm Solicitors Limited, Tontine House, 8 Gordon St, Glasgow G1 3PL, United Kingdom",55.8605127,-4.2547261,473.0,4.9,Europe/London,https://www.raesidechisholm.co.uk/,ChIJ253RUp5GiEgRQRWKMRi1i8A,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888469e52d19ddb:0xc08bb518318a1541,"Attorney, Legal services, Real estate attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipNaVIUwbPkl-uLMKfs_r02e8jMqqgw5itNuB6OB=w368-h100-k-no,Open  Closes 5PM,,legal@raesidechisholm.co.uk
0x488869d80968cea7:0xad0f32f4da6d6d08,1417794466,The Glasgow Law Practice,"The Glasgow Law Practice, 100 Cumbernauld Rd, Chryston, Glasgow G69 9AB, United Kingdom",55.8997845,-4.1095206,11.0,4.5,Europe/London,http://www.theglasgowlawpractice.co.uk/,ChIJp85oCdhpiEgRCG1t2vQyD60,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x488869d80968cea7:0xad0f32f4da6d6d08,"Law firm, Employment attorney, Family law attorney, General practice attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipOt2OqEcXoijbt5X9A_KzHI9XaTNul7OXKK4rN0=w203-h126-k-no,Open  Closes 5PM,,"at@theglasgowlawpractice.co.uk, ry@theglasgowlawpractice.co.uk, newbusiness@theglasgowlawpractice.co.uk, eam@theglasgowlawpractice.co.uk, pm@theglasgowlawpractice.co.uk, rf@theglasgowlawpractice.co.uk, newnewbusiness@theglasgowlawpractice.co.uk, lb@theglasgowlawpractice.co.uk"
0xf67292b4e554f5d:0xc14761add306acb5,7512768507,MJ Wills and Powers of Attorney Ltd,,52.8247338,-2.0281544,7.0,5.0,Europe/London,https://willsandpowersofattorney.co.uk/,ChIJXU9VTispZw8RtawG061hR8E,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0xf67292b4e554f5d:0xc14761add306acb5,"Legal services, Service establishment, Estate planning attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,,True,https://lh5.googleusercontent.com/p/AF1QipNOERaTxBBb3EGsK7kWt_lZpplLMEZJdh-OCrwI=w339-h100-k-no,Open  Closes 5PM,,margaret@mjwills.co.uk
0x488841e6a863bcef:0x1b291b91916f14cf,1417732145,The Glasgow Law Practice,"The Glasgow Law Practice, 81 Main St, Baillieston, Glasgow G69 6AD, United Kingdom",55.8504654,-4.110403799999999,8.0,4.4,Europe/London,http://www.theglasgowlawpractice.co.uk/,ChIJ77xjqOZBiEgRzxRvkZEbKRs,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x488841e6a863bcef:0x1b291b91916f14cf,"Attorney, Employment attorney, Family law attorney, Law firm, Real estate attorney",,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipODYv_TRH6FdoQCaozK9-XvoZGFlhwInvTlH0ix=w203-h126-k-no,Open 24 hours,,"pm@theglasgowlawpractice.co.uk, ry@theglasgowlawpractice.co.uk, eam@theglasgowlawpractice.co.uk, newbusiness@theglasgowlawpractice.co.uk, lb@theglasgowlawpractice.co.uk, at@theglasgowlawpractice.co.uk, rf@theglasgowlawpractice.co.uk, newnewbusiness@theglasgowlawpractice.co.uk"
0x4888479949d6f1ab:0x947791f9b8f32aad,1416200800,Claphams Solicitors,"1B, Claphams Solicitors, Helena House, 1B Busby Rd, Clarkston Toll, Clarkston, Glasgow G76 7RA, United Kingdom",55.7905866,-4.2777196,303.0,4.9,Europe/London,https://www.davidcclapham.co.uk/,ChIJq_HWSZlHiEgRrSrzuPmRd5Q,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888479949d6f1ab:0x947791f9b8f32aad,"Attorney, Divorce lawyer, Elder law attorney, Estate planning attorney, Family law attorney, Real estate attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipP3Q9tCw679HIz06Oa70DGWD6TPXU49_U2X38Sb=w310-h100-k-no,Open  Closes 5PM,,lawagents@davidcclapham.co.uk
0x48884142ef27d18d:0xa13cbb7f60976cf9,1415510096,Turnbull McCarron Solicitors,"Turnbull McCarron Solicitors, 124 Westmuir St, Parkhead, Glasgow G31 5BW, United Kingdom",55.8515569,-4.1934356,16.0,4.4,Europe/London,https://moirandsweeney.com/,ChIJjdEn70JBiEgR-WyXYH-7PKE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x48884142ef27d18d:0xa13cbb7f60976cf9,"Legal services, Criminal justice attorney, Divorce lawyer, Family law attorney",,9AM5:30PM,9AM5:30PM,9AM5:30PM,Closed,Closed,9AM5:30PM,9AM5:30PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipPBB3R0qIoVDur7pl3tiDDQ0yU4IzlJGfB-OJCX=w300-h100-k-no,Open  Closes 5:30PM,,"douglas@moirandsweeney.com, paul@moirandsweeney.com, michael@moirandsweeney.com, ian@moirandsweeney.com"
